"","precinct","office","party_detailed","party_simplified","votes","county_name","county_fips","jurisdiction_name","candidate","year","stage","state","special","writein","date"
"4616","Precinct-65","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4617","Precinct-65","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4618","Precinct-65","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",8,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4619","Precinct-65","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4620","Precinct-65","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4621","Precinct-65","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4622","Precinct-65","US PRESIDENT","REPUBLICAN","REPUBLICAN",638,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4623","Precinct-65","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4624","Precinct-65","US PRESIDENT","DEMOCRAT","DEMOCRAT",246,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4625","Precinct-65","US PRESIDENT","OTHER","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4626","Precinct-65","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4627","Precinct-65","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4628","Precinct-65","US PRESIDENT","WE THE PEOPLE","OTHER",13,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4629","Precinct-65","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4630","Precinct-65","US PRESIDENT","OTHER","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4631","Precinct-65","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4632","Precinct-65","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4633","Precinct-66","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4634","Precinct-66","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4635","Precinct-66","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",6,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4636","Precinct-66","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4637","Precinct-66","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4638","Precinct-66","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4639","Precinct-66","US PRESIDENT","REPUBLICAN","REPUBLICAN",466,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4640","Precinct-66","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4641","Precinct-66","US PRESIDENT","DEMOCRAT","DEMOCRAT",238,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4642","Precinct-66","US PRESIDENT","OTHER","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4643","Precinct-66","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4644","Precinct-66","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4645","Precinct-66","US PRESIDENT","WE THE PEOPLE","OTHER",2,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4646","Precinct-66","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4647","Precinct-66","US PRESIDENT","OTHER","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4648","Precinct-66","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4649","Precinct-66","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4650","Precinct-67","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4651","Precinct-67","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4652","Precinct-67","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",5,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4653","Precinct-67","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4654","Precinct-67","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4655","Precinct-67","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4656","Precinct-67","US PRESIDENT","REPUBLICAN","REPUBLICAN",424,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4657","Precinct-67","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4658","Precinct-67","US PRESIDENT","DEMOCRAT","DEMOCRAT",123,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4659","Precinct-67","US PRESIDENT","OTHER","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4660","Precinct-67","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4661","Precinct-67","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4662","Precinct-67","US PRESIDENT","WE THE PEOPLE","OTHER",7,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4663","Precinct-67","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4664","Precinct-67","US PRESIDENT","OTHER","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4665","Precinct-67","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4666","Precinct-67","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4667","Precinct-68","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4668","Precinct-68","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4669","Precinct-68","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4670","Precinct-68","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4671","Precinct-68","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",1,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4672","Precinct-68","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4673","Precinct-68","US PRESIDENT","REPUBLICAN","REPUBLICAN",115,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4674","Precinct-68","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4675","Precinct-68","US PRESIDENT","DEMOCRAT","DEMOCRAT",46,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4676","Precinct-68","US PRESIDENT","OTHER","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4677","Precinct-68","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4678","Precinct-68","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4679","Precinct-68","US PRESIDENT","WE THE PEOPLE","OTHER",2,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4680","Precinct-68","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4681","Precinct-68","US PRESIDENT","OTHER","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4682","Precinct-68","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4683","Precinct-68","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4684","Precinct-69","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4685","Precinct-69","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4686","Precinct-69","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",8,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4687","Precinct-69","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4688","Precinct-69","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4689","Precinct-69","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4690","Precinct-69","US PRESIDENT","REPUBLICAN","REPUBLICAN",455,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4691","Precinct-69","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4692","Precinct-69","US PRESIDENT","DEMOCRAT","DEMOCRAT",233,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4693","Precinct-69","US PRESIDENT","OTHER","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4694","Precinct-69","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4695","Precinct-69","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",1,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4696","Precinct-69","US PRESIDENT","WE THE PEOPLE","OTHER",12,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4697","Precinct-69","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4698","Precinct-69","US PRESIDENT","OTHER","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4699","Precinct-69","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4700","Precinct-69","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4701","Precinct-70","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4702","Precinct-70","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4703","Precinct-70","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",10,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4704","Precinct-70","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4705","Precinct-70","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",1,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4706","Precinct-70","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4707","Precinct-70","US PRESIDENT","REPUBLICAN","REPUBLICAN",536,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4708","Precinct-70","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4709","Precinct-70","US PRESIDENT","DEMOCRAT","DEMOCRAT",401,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4710","Precinct-70","US PRESIDENT","OTHER","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4711","Precinct-70","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4712","Precinct-70","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4713","Precinct-70","US PRESIDENT","WE THE PEOPLE","OTHER",8,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4714","Precinct-70","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4715","Precinct-70","US PRESIDENT","OTHER","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4716","Precinct-70","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4717","Precinct-70","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4718","Precinct-71","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4719","Precinct-71","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4720","Precinct-71","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",8,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4721","Precinct-71","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4722","Precinct-71","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4723","Precinct-71","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4724","Precinct-71","US PRESIDENT","REPUBLICAN","REPUBLICAN",755,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4725","Precinct-71","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4726","Precinct-71","US PRESIDENT","DEMOCRAT","DEMOCRAT",301,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4727","Precinct-71","US PRESIDENT","OTHER","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4728","Precinct-71","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4729","Precinct-71","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4730","Precinct-71","US PRESIDENT","WE THE PEOPLE","OTHER",10,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4731","Precinct-71","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4732","Precinct-71","US PRESIDENT","OTHER","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4733","Precinct-71","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4734","Precinct-71","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4735","Precinct-73","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4736","Precinct-73","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4737","Precinct-73","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",7,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"4738","Precinct-73","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4739","Precinct-73","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"4740","Precinct-73","US PRESIDENT","INDEPENDENT","OTHER",0,"HERITAGE COUNTY",18459,"HERITAGE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
